id;key;option;likert_question;scale
125;TRAITBIZWF2G_W36;Doesn't make much of a difference;In general, how do you think being physically attractive impacts a woman's chances of getting a top executive business position? To what extent do you agree with the following statement: Being physically attractive doesn't make much of a difference for a woman's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
126;TRAITBIZMF2A_W36;Mostly helps a man's chances;In general, how do you think being decisive impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being decisive mostly helps a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
126;TRAITBIZMF2A_W36;Mostly hurts a man's chances;In general, how do you think being decisive impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being decisive mostly hurts a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
126;TRAITBIZMF2A_W36;Doesn't make much of a difference;In general, how do you think being decisive impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being decisive doesn't make much of a difference for a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
127;TRAITBIZMF2B_W36;Mostly helps a man's chances;In general, how do you think being compassionate impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being compassionate mostly helps a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
127;TRAITBIZMF2B_W36;Mostly hurts a man's chances;In general, how do you think being compassionate impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being compassionate mostly hurts a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
127;TRAITBIZMF2B_W36;Doesn't make much of a difference;In general, how do you think being compassionate impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being compassionate doesn't make much of a difference for a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
128;TRAITBIZMF2C_W36;Mostly helps a man's chances;In general, how do you think being ambitious impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being ambitious mostly helps a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
128;TRAITBIZMF2C_W36;Mostly hurts a man's chances;In general, how do you think being ambitious impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being ambitious mostly hurts a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
128;TRAITBIZMF2C_W36;Doesn't make much of a difference;In general, how do you think being ambitious impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being ambitious doesn't make much of a difference for a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
129;TRAITBIZMF2D_W36;Mostly helps a man's chances;In general, how do you think being approachable impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being approachable mostly helps a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
129;TRAITBIZMF2D_W36;Mostly hurts a man's chances;In general, how do you think being approachable impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being approachable mostly hurts a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
129;TRAITBIZMF2D_W36;Doesn't make much of a difference;In general, how do you think being approachable impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being approachable doesn't make much of a difference for a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
130;TRAITBIZMF2E_W36;Mostly helps a man's chances;In general, how do you think being assertive impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being assertive mostly helps a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
130;TRAITBIZMF2E_W36;Mostly hurts a man's chances;In general, how do you think being assertive impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being assertive mostly hurts a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
130;TRAITBIZMF2E_W36;Doesn't make much of a difference;In general, how do you think being assertive impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being assertive doesn't make much of a difference for a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
131;TRAITBIZMF2F_W36;Mostly helps a man's chances;In general, how do you think showing emotions impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Showing emotions mostly helps a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
131;TRAITBIZMF2F_W36;Mostly hurts a man's chances;In general, how do you think showing emotions impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Showing emotions mostly hurts a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
131;TRAITBIZMF2F_W36;Doesn't make much of a difference;In general, how do you think showing emotions impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Showing emotions doesn't make much of a difference for a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
132;TRAITBIZMF2G_W36;Mostly helps a man's chances;In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being physically attractive mostly helps a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
132;TRAITBIZMF2G_W36;Mostly hurts a man's chances;In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being physically attractive mostly hurts a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
132;TRAITBIZMF2G_W36;Doesn't make much of a difference;In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position? To what extent do you agree with the following statement: Being physically attractive doesn't make much of a difference for a man's chances of getting a top executive business position. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
133;EXECCHF2_W36;Having children early on in her career;In general, when do you think it is best for a woman who wants to reach a top executive position in business to have children, if at all? To what extent do you agree with the following statement: It is better for a woman to have children early on in her career if she wants to reach a top executive position in business. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
133;EXECCHF2_W36;Waiting until she is well-established in her career to have children;In general, when do you think it is best for a woman who wants to reach a top executive position in business to have children, if at all? To what extent do you agree with the following statement: A woman should wait until she is well-established in her career to have children. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
133;EXECCHF2_W36;Not having children at all;In general, when do you think it is best for a woman who wants to reach a top executive position in business to have children, if at all? To what extent do you agree with the following statement: It is better for a woman who wants to reach a top executive position in business not to have children at all. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
134;WMNPRZ1_W36;Very good;Do you think it would be a good thing or a bad thing for the nation if a woman was elected president? To what extent do you agree with the following statement: It would be very good for the nation if a woman was elected president. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
134;WMNPRZ1_W36;Somewhat good;Do you think it would be a good thing or a bad thing for the nation if a woman was elected president? To what extent do you agree with the following statement: It would be somewhat good for the nation if a woman was elected president. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
134;WMNPRZ1_W36;Somewhat bad;Do you think it would be a good thing or a bad thing for the nation if a woman was elected president? To what extent do you agree with the following statement: It would be somewhat bad for the nation if a woman was elected president. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
134;WMNPRZ1_W36;Very bad;Do you think it would be a good thing or a bad thing for the nation if a woman was elected president? To what extent do you agree with the following statement: It would be very bad for the nation if a woman was elected president. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
135;MOREWMN1F2_W36;A good thing;Nowadays, more women are running for positions of political leadership than in the past. Do you think this is a good thing? To what extent do you agree with the following statement: More women running for positions of political leadership than in the past is a good thing. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
135;MOREWMN1F2_W36;A bad thing;Nowadays, more women are running for positions of political leadership than in the past. Do you think this is a bad thing? To what extent do you agree with the following statement: More women running for positions of political leadership than in the past is a bad thing. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
135;MOREWMN1F2_W36;Neither a good thing nor a bad thing;Nowadays, more women are running for positions of political leadership than in the past. Do you think this is a good thing or a bad thing? To what extent do you agree with the following statement: More women running for positions of political leadership than in the past is neither a good thing nor a bad thing. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
136;MOREWMN2F2_W36;Do a better job of dealing with societal problems;If there were more women in a national legislative body, do you think that body would do a better job of dealing with societal problems? To what extent do you agree with the following statement: A national legislative body with more women would do a better job of dealing with societal problems. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
136;MOREWMN2F2_W36;Do a worse job of dealing with societal problems;If there were more women in a national legislative body, do you think that body would do a worse job of dealing with societal problems? To what extent do you agree with the following statement: A national legislative body with more women would do a worse job of dealing with societal problems. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
136;MOREWMN2F2_W36;The number of women in the legislature doesn't have much to with this;If there were more women in a national legislative body, do you think that body would do a better job or a worse job of dealing with societal problems? To what extent do you agree with the following statement: The number of women in the legislature doesn't have much to with this. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
137;MOREWMN3F2_W36;more openness and transparency in government;If there were more women in a national legislature, do you think there would be more openness and transparency in government? To what extent do you agree with the following statement: There would be more openness and transparency in government if there were more women in a national legislature. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
137;MOREWMN3F2_W36;less openness and transparency in government;If there were more women in a national legislature, do you think there would be less openness and transparency in government? To what extent do you agree with the following statement: There would be less openness and transparency in government if there were more women in a national legislature. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
137;MOREWMN3F2_W36;The number of women in the legislature doesn't have much to with this;If there were more women in a national legislature, do you think there would be more or less openness and transparency in government? To what extent do you agree with the following statement: The number of women in the legislature doesn't have much to with this. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
138;MOREWMN4F2_W36;The tone of political debate would be more respectful;If there were more women in a national legislature, do you think the tone of political debate would be more respectful? To what extent do you agree with the following statement: The tone of political debate would be more respectful if there were more women in a national legislature. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
138;MOREWMN4F2_W36;The tone of political debate would be less respectful;If there were more women in a national legislature, do you think the tone of political debate would be less respectful? To what extent do you agree with the following statement: The tone of political debate would be less respectful if there were more women in a national legislature. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
138;MOREWMN4F2_W36;The number of women in the legislature doesn't have much to with this;If there were more women in a national legislature, do you think the tone of political debate would be more or less respectful? To what extent do you agree with the following statement: The number of women in the legislature doesn't have much to do with this. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
139;HARASS1NOWRKF2a_W41;Major problem;When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is? To what extent do you agree with the following statement: Women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is a major problem. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
139;HARASS1NOWRKF2a_W41;Minor problem;When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is? To what extent do you agree with the following statement: Women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is a minor problem. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
139;HARASS1NOWRKF2a_W41;Not a problem;When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is? To what extent do you agree with the following statement: Women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is not a problem. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
140;HARASS1NOWRKF2c_W41;Major problem;When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is? To what extent do you agree with the following statement: Men getting away with committing sexual harassment or assault is a major problem. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
140;HARASS1NOWRKF2c_W41;Minor problem;When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is? To what extent do you agree with the following statement: Men getting away with committing sexual harassment or assault is a minor problem. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
140;HARASS1NOWRKF2c_W41;Not a problem;When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is? To what extent do you agree with the following statement: Men getting away with committing sexual harassment or assault is not a problem. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
141;HARASS1NOWRKF2d_W41;Major problem;When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is? To what extent do you agree with the following statement: Women not being believed when they claim that they have experienced sexual harassment or assault is a major problem. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
141;HARASS1NOWRKF2d_W41;Minor problem;When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is? To what extent do you agree with the following statement: Women not being believed when they claim that they have experienced sexual harassment or assault is a minor problem. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
141;HARASS1NOWRKF2d_W41;Not a problem;When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is? To what extent do you agree with the following statement: Women not being believed when they claim that they have experienced sexual harassment or assault is not a problem. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
142;HARASS3NOWRKF2_W41;Has made it easier for men;Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women, or hasn't it made much difference? To what extent do you agree with the following statement: The increased focus on sexual harassment and assault has made it easier for men to know how to interact with women. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
142;HARASS3NOWRKF2_W41;Has made it harder for men;Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women, or hasn't it made much difference? To what extent do you agree with the following statement: The increased focus on sexual harassment and assault has made it harder for men to know how to interact with women. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
142;HARASS3NOWRKF2_W41;Hasn't made much difference;Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women, or hasn't it made much difference? To what extent do you agree with the following statement: The increased focus on sexual harassment and assault hasn't made much difference for men knowing how to interact with women. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
143;ADMISSIONb_W43;Major factor;Do you think gender should be a major factor, minor factor, or not a factor in college admissions? To what extent do you agree with the following statement: Gender should be a major factor in college admissions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
143;ADMISSIONb_W43;Minor factor;Do you think gender should be a major factor, minor factor, or not a factor in college admissions? To what extent do you agree with the following statement: Gender should be a minor factor in college admissions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
143;ADMISSIONb_W43;Not a factor;Do you think gender should be a major factor, minor factor, or not a factor in college admissions? To what extent do you agree with the following statement: Gender should not be a factor in college admissions. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
144;RACESURV5i_W43;Helps a lot;Overall, how does being a man affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a man helps a lot with getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
144;RACESURV5i_W43;Helps a little;Overall, how does being a man affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a man helps a little in getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
144;RACESURV5i_W43;Hurts a little;Overall, how does being a man affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a man hurts a little when it comes to getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
144;RACESURV5i_W43;Hurts a lot;Overall, how does being a man affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a man hurts a lot when it comes to getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
144;RACESURV5i_W43;Neither helps nor hurts;Overall, how does being a man affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a man neither helps nor hurts when it comes to getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
145;RACESURV5j_W43;Helps a lot;Overall, how does being a woman affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a woman helps a lot with getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
145;RACESURV5j_W43;Helps a little;Overall, how does being a woman affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a woman helps a little in getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
145;RACESURV5j_W43;Hurts a little;Overall, how does being a woman affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a woman hurts a little when it comes to getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
145;RACESURV5j_W43;Hurts a lot;Overall, how does being a woman affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a woman hurts a lot when it comes to getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
145;RACESURV5j_W43;Neither helps nor hurts;Overall, how does being a woman affect people's ability to get ahead in society these days? To what extent do you agree with the following statement: Being a woman neither helps nor hurts when it comes to getting ahead in society these days. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
146;FAMSURV2Ma_W50;Essential;In general, how important, if at all, is being married in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Being married is essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
146;FAMSURV2Ma_W50;Important, but not essential;In general, how important, if at all, is being married in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Being married is important, but not essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
146;FAMSURV2Ma_W50;Not important;In general, how important, if at all, is being married in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Being married is not important for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
147;FAMSURV2Mb_W50;Essential;In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Being in a committed romantic relationship is essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
147;FAMSURV2Mb_W50;Important, but not essential;In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Being in a committed romantic relationship is important, but not essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
147;FAMSURV2Mb_W50;Not important;In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Being in a committed romantic relationship is not important for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
148;FAMSURV2Mc_W50;Essential;In general, how important, if at all, is having children in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Having children is essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
148;FAMSURV2Mc_W50;Important, but not essential;In general, how important, if at all, is having children in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Having children is important, but not essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
148;FAMSURV2Mc_W50;Not important;In general, how important, if at all, is having children in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Having children is not important for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
149;FAMSURV2Md_W50;Essential;In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Having a job or career they enjoy is essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
149;FAMSURV2Md_W50;Important, but not essential;In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Having a job or career they enjoy is important, but not essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
149;FAMSURV2Md_W50;Not important;In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Having a job or career they enjoy is not important for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
150;FAMSURV2Me_W50;Essential;In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Having a lot of money is essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
150;FAMSURV2Me_W50;Important, but not essential;In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Having a lot of money is important, but not essential for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
150;FAMSURV2Me_W50;Not important;In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life? To what extent do you agree with the following statement: Having a lot of money is not important for a man to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
151;FAMSURV2Wa_W50;Essential;In general, how important, if at all, is being married in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Being married is essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
151;FAMSURV2Wa_W50;Important, but not essential;In general, how important, if at all, is being married in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Being married is important, but not essential for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
151;FAMSURV2Wa_W50;Not important;In general, how important, if at all, is being married in order for a woman to live a fulfilling life? To what extent do you agree with the following statement: Being married is not important for a woman to live a fulfilling life. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
